Name,Latitud,Longitud,Tipos
Restaurante Rincón de Madrid,40.44075720000001,-3.717823,"['restaurant', 'food', 'point_of_interest', 'establishment']"
D juan Madrid,40.4406888,-3.717791799999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Isaac Peral 52,40.4406913,-3.7177895,"['bar', 'cafe', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Tapas y Copas El 52,40.44067899999999,-3.7176092,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Döner de Sales,40.4401104,-3.716683699999999,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Ferros Café San Francisco de Sales,40.44010999999999,-3.716683999999999,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Restaurante la Aldea,40.4396064,-3.700414199999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
El Chorizo Loco,40.4386477,-3.7008077,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Frutal Zumería,40.438894,-3.7007398,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
La Casa dei Pazzi,40.43835749999999,-3.7009211,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Taberna Restaurante Cruz de Mayo,40.4394015,-3.700402800000001,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
La Casa dei Pazzi,40.4382017,-3.7006407,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Home Burger Bar,40.4391707,-3.700165,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Traviesa De Chamberi,40.4395542,-3.700512999999999,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Lembranzas,40.438636,-3.6997098,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
Restaurante Casa Patillas,40.4387187,-3.7001687,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
La Virgen 154- HEMOS VUELTO,40.4386971,-3.7009796,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Manantial Acan,40.4388903,-3.7007691,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante Alma of Spain,40.4383651,-3.700951899999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Delicious,40.438903,-3.7006548,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Rock,40.4382983,-3.700949899999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Elektra Madrid - Restaurante,40.43924700000001,-3.700402399999999,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Maracca,40.43958000000001,-3.70053,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Asccuas,40.4397627,-3.7006739,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Ibéricos Santa Engracia,40.4399044,-3.7008037,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Bientirada Santa Engracia,40.4382847,-3.6999074,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Bar Restaurante El Camba,40.43750000000001,-3.701000200000001,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Oh my Fresh!,40.43887039999999,-3.699610099999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Autemax,40.4398835,-3.7002443,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Gastrobar La Tata,40.4398835,-3.7002443,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Empanadas Malvón,40.4385894,-3.6995325,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Gata,40.4397253,-3.6998773,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Zhang Jia,40.43763819999999,-3.7040351,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Cafeteria Del Teatro Canal,40.4374224,-3.7045057,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Astro’s Resto-Bar,40.4373919,-3.7040663,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Asturianos,40.4391481,-3.708116,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante El Reservado,40.4393772,-3.7079961,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Vinos y Pintxos,40.4390247,-3.7072212,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Marisquería El 79,40.4385183,-3.7084347,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
La Taberna de Paula,40.4376303,-3.7082374,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Pizzería Ciao da Vito,40.4386431,-3.708589,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Aquí Jerez,40.4389952,-3.708477,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Rock bar OASIS beach,40.43904339999999,-3.707414799999999,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Chorneys bar & restaurante,40.43834419999999,-3.707994299999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
SIDRERÍA,40.4383432,-3.7079958,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Old bar Lujam,40.43916209999999,-3.7080276,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Tapa's Bar,40.4394189,-3.7080808,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
La Esquina del 98,40.43943599999999,-3.708066,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
baúl BAR,40.4394019,-3.7081076,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Bar Fran,40.4389885,-3.7085409,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Asturianos,40.4391481,-3.708116,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Creperie Easycrep,40.439722,-3.7106708,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Camperos Malagueños,40.43837509999999,-3.7101021,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"Alcaravea, Cerveceria Restaurante",40.4390895,-3.7107671,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante Cervecería La Rasilla,40.4390698,-3.7108733,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Ñami Box,40.43946400000001,-3.710869,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Telepizza,40.43905129999999,-3.7107016,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Chef2Me,40.43756,-3.709179,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
KOMKI Smoked BBQ,40.439244,-3.7115427,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Marisquería El 79,40.4385183,-3.7084347,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Arrocería Cañas y Barro Madrid,40.4393859,-3.711543299999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Pizzería Ciao da Vito,40.4386431,-3.708589,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante El Reservado,40.4393772,-3.7079961,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Aquí Jerez,40.4389952,-3.708477,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Open25 CoffeeMarket,40.4386255,-3.7097586,"['drugstore', 'restaurant', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
Panaria,40.4387553,-3.7100906,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Montón de Paja Sl,40.4385486,-3.7096793,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Cafetería Restaurante Mijas,40.43906800000001,-3.7102632,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Bar Cea 27,40.43874479999999,-3.7105809,"['bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Restaurante La Rasilla,40.4391515,-3.710710099999999,"['restaurant', 'bar', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
Restaurante la Ventresca,40.4391515,-3.710710099999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Fercarboc Hostelería Sl,40.4392046,-3.7109513,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Bar Fran,40.4389885,-3.7085409,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
la mañica,40.4375922,-3.7099034,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante Pizzeria Italo-Argentino,40.439301,-3.710986400000001,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Soupery,40.4393325,-3.7109741,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Islas Filipinas café bar,40.4393325,-3.7109741,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Kooby Grilled Brochettes,40.4377593,-3.7101606,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Kabab kubi,40.4377593,-3.7101606,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Cafe Tosty snack,40.4377593,-3.7101606,"['cafe', 'bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
La Marina S.L.,40.4399793,-3.7096793,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Tapa Tece,40.439244,-3.7115427,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante Cañas y Barro,40.4394083,-3.7114682,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Old bar Lujam,40.43916209999999,-3.7080276,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Taberna del Veneziano,40.4374559,-3.7104483,"['restaurant', 'food', 'point_of_interest', 'establishment']"
baúl BAR,40.4394019,-3.7081076,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Tapa's Bar,40.4394189,-3.7080808,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
SIDRERÍA,40.4383432,-3.7079958,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Chorneys bar & restaurante,40.43834419999999,-3.707994299999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Esquina del 98,40.43943599999999,-3.708066,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Asador Horno de Juan,40.4377009,-3.7117829,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Caleta,40.437754,-3.713905,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Domino's Pizza,40.4395689,-3.7139636,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
El Barril de Argüelles,40.4384564,-3.7144172,"['restaurant', 'food', 'point_of_interest', 'establishment']"
LA H ES MUDA,40.4387753,-3.7122831,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Taberna del Volapié,40.4394371,-3.7122438,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Rollerie,40.4394752,-3.7130097,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
KOMKI Smoked BBQ,40.439244,-3.7115427,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Arrocería Cañas y Barro Madrid,40.4393859,-3.711543299999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Taberna del Chato Argüelles,40.43834390000001,-3.7139468,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Cervecería Contraluz,40.43819610000001,-3.714054999999999,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante Cervecería La Rasilla,40.4390698,-3.7108733,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"Alcaravea, Cerveceria Restaurante",40.4390895,-3.7107671,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Ñami Box,40.43946400000001,-3.710869,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Coppola,40.4388288,-3.712265999999999,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']"
Cervecería Riaño,40.4388798,-3.7139794,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Telepizza,40.43905129999999,-3.7107016,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Chocolatería Valor,40.4392932,-3.7136002,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Rodilla,40.4395896,-3.712051,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Tapa Tece,40.439244,-3.7115427,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Jamones La Encina,40.4378294,-3.7128076,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Scrum pub bar de copas cerveceria,40.4397401,-3.712121099999999,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante Cañas y Barro,40.4394083,-3.7114682,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Fama Del Vermut,40.4385227,-3.7140206,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Cervecería La Fragua,40.4381321,-3.7140533,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Chocochoa,40.4398583,-3.7116668,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Fercarboc Hostelería Sl,40.4392046,-3.7109513,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante Pizzeria Italo-Argentino,40.439301,-3.710986400000001,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Soupery,40.4393325,-3.7109741,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Islas Filipinas café bar,40.4393325,-3.7109741,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Bizzo Madrid Pizzeria,40.43949569999999,-3.714188099999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Brezzo Pizzería,40.43951270000001,-3.7141961,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Chiva Bar,40.4377011,-3.7114464,"['bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Redux,40.43783899999999,-3.714081,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Alcaravea,40.4381523,-3.7151692,"['restaurant', 'food', 'point_of_interest', 'establishment']"
El Barril de Argüelles,40.4384564,-3.7144172,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Domino's Pizza,40.4395689,-3.7139636,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
moniberic,40.4387817,-3.7147543,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Taberna de Cea 62,40.439291,-3.71481,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Cervecería Contraluz,40.43819610000001,-3.714054999999999,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Taberna del Chato Argüelles,40.43834390000001,-3.7139468,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante A la Brasa,40.43807899999999,-3.716639999999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Xente Nova,40.437351,-3.7149981,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Dehesa de Solana,40.4386492,-3.7151661,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Casa Manolo,40.43806110000001,-3.7153937,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Taberna Tarazón,40.4393421,-3.714823399999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Domenech Santa Cruz Y Perales,40.43786449999999,-3.715710399999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
EL LABRADOR,40.4378727,-3.716011700000001,"['bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Cervecería La Fragua,40.4381321,-3.7140533,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Cervecería Riaño,40.4388798,-3.7139794,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
La Fama Del Vermut,40.4385227,-3.7140206,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Bizzo Madrid Pizzeria,40.43949569999999,-3.714188099999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Brezzo Pizzería,40.43951270000001,-3.7141961,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante Killo,40.4378111,-3.714504600000001,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Yoyitas food & drinks,40.43792990000001,-3.716777,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Cafetería Labrador III,40.43792990000001,-3.716777,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Redux,40.43783899999999,-3.714081,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Cervecera 50,40.4373318,-3.7152485,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Chocolatería Valor,40.4392932,-3.7136002,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Healthy´s,40.4388814,-3.716280299999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Burger King,40.437965,-3.717658699999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Tacos y Nachos,40.4382176,-3.7175299,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Tentenchanclas,40.4382176,-3.7175299,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Sarinda Coffee Halal,40.4382176,-3.7175299,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante A la Brasa,40.43807899999999,-3.716639999999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Yoyitas food & drinks,40.43792990000001,-3.716777,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Cafetería Labrador III,40.43792990000001,-3.716777,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante Polizón,40.4359436,-3.699907100000001,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Escudilla Restaurant כשר,40.436294,-3.700640699999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Repanocha,40.4370549,-3.699868699999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Lizarran,40.4371073,-3.6998974,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Alma Cheli,40.4370549,-3.699868699999999,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
Asia Rong,40.4375491,-3.7000802,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Trikki | Nueva Orleans Traditional Cuisine,40.437549,-3.700079999999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
VIPS Smart,40.4363974,-3.6996098,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']"
INCONTRIPICANTI. ROSA SI ORO.,40.4368524,-3.701744899999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Tu Cocina,40.4365426,-3.7009038,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Yopico Bar Restaurante,40.4369721,-3.7009884,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Bar El Pontón,40.4371076,-3.7020256,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"Bar Restaurante ""Mar De Vigo""",40.4359933,-3.7020574,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Estrella Galicia Bar Restaurante Campiello,40.4371665,-3.702351699999999,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
Cervezas Y Tapas Vinos Y Tapas,40.4361744,-3.7023346,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Bar Restaurante El Camba,40.43750000000001,-3.701000200000001,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Cafeteria Restaurante La Golondrina,40.4357967,-3.7006072,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Oh! Mandril,40.435786,-3.7025873,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Ambrosía healthy FOOD,40.4362625,-3.7028105,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante Rimmon Pizzeria Kosher Madrid מסעדת פיצריה כשרה רימון מדריד,40.4359284,-3.700264099999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Casa Camu,40.4355543,-3.702054900000001,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante Ruta 20,40.435587,-3.702048,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Empanadas Aiken,40.436995,-3.6998224,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Socarratt,40.4358954,-3.7026857,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Aponwao Gastrobar,40.4359401,-3.6998725,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Sabor Nusantara,40.43591670000001,-3.6998801,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Empanaderia Gallega,40.4373773,-3.6997918,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Sal Fumée,40.4359606,-3.699780099999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Taberna Anunnaki,40.4369623,-3.7044847,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Tapeando,40.4363774,-3.704098,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Lizarrán,40.436347,-3.704103299999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
De Manila,40.436325,-3.7040621,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Piscolabis Madrid,40.4372298,-3.704054499999999,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Xin Sushi,40.436152,-3.705091899999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Zhang Jia,40.43763819999999,-3.7040351,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Casa Adolfo,40.43619529999999,-3.7044911,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Huerto y Brasa,40.4369444,-3.7038889,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Mesón Restaurante Río Nalón,40.4361358,-3.7054844,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Sumer,40.4352562,-3.7045052,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Makandé,40.4370748,-3.7039487,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Anunnaki,40.4366387,-3.704447399999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Mesón Fernando,40.436493,-3.704098199999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
SARGA RESTAURACION S.L.,40.437,-3.70408,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Grande Persona S L,40.4369825,-3.7039705,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Cantina Canalla García Paredes Madrid,40.436983,-3.703970999999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Taberna Arga,40.4363191,-3.7041037,"['restaurant', 'food', 'point_of_interest', 'establishment']"
El Rincon de Pepito Perez,40.4365,-3.7050205,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Astro’s Resto-Bar,40.4373919,-3.7040663,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Cafeteria Del Teatro Canal,40.4374224,-3.7045057,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Pérez Bar,40.43642589999999,-3.705230399999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Nanbei Sushi,40.4361344,-3.7050223,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Viriato,40.4358798,-3.7036534,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Ambrosía healthy FOOD,40.4362625,-3.7028105,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante Vassa‎,40.43537169999999,-3.7044887,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Sumer Magallanes,40.435343,-3.7046201,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Socarratt,40.4358954,-3.7026857,"['restaurant', 'food', 'point_of_interest', 'establishment']"
.SHIPUDEY K-שיפודי הבית מסעדה כשרה למהדרין במדריד,40.4354904,-3.7030876,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Casa Mundi,40.4362089,-3.7070275,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Blanca Doble,40.43702469999999,-3.7082942,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Violeta,40.4367922,-3.7083123,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Di Roma,40.4354237,-3.706938999999999,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
La Taberna de Paula,40.4376303,-3.7082374,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Hayama sushi&ramen,40.43535559999999,-3.7076177,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Mesón Restaurante Río Nalón,40.4361358,-3.7054844,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante Colette,40.4362291,-3.707623800000001,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Apollo XIII Asador,40.4351737,-3.706961799999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Bubango,40.43657079999999,-3.7064882,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Bar Restaurante Matela,40.4362252,-3.7071239,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Noi Due,40.4367767,-3.7085856,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante El Maño,40.4367767,-3.7085856,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Franchuteria Madrid,40.4358136,-3.7083965,"['bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Dos remix 2Remix,40.4352888,-3.7072212,"['restaurant', 'food', 'point_of_interest', 'establishment']"
NINNA´S PIZZA,40.4352888,-3.7072212,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
O Boteco Brasil,40.4362755,-3.708804299999999,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Pérez Bar,40.43642589999999,-3.705230399999999,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Zapato Veloz TacoBar,40.4352149,-3.7072172,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Virtu italiana,40.4351957,-3.7067459,"['restaurant', 'food', 'point_of_interest', 'establishment']"
El Laurel Natural,40.43681999999999,-3.71024,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
El Oso Cortés,40.43629,-3.709128999999999,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Chef2Me,40.43756,-3.709179,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante El Misti,40.4374617,-3.7107106,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Blanca Doble,40.43702469999999,-3.7082942,"['restaurant', 'food', 'point_of_interest', 'establishment']"
La Violeta,40.4367922,-3.7083123,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Berdi,40.436085,-3.711285,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Pool And Beer,40.4374739,-3.710973999999999,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Allo Pizza,40.436796,-3.710236,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
la mañica,40.4375922,-3.7099034,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
¡Yo que sé!,40.43637380000001,-3.7102753,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
CAFETERIA RAMIMAR,40.4371796,-3.7102343,"['restaurant', 'bar', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
Restaurante Gloria Do Mar,40.43629,-3.7091288,"['restaurant', 'food', 'point_of_interest', 'establishment']"
El Botiquín,40.43629,-3.7091288,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
